Time,Cd,Cd(f),Cd(r),Cl,Cl(f),Cl(r),CmPitch,CmRoll,CmYaw,Cs,Cs(f),Cs(r)
536.0,0.1062911,-1.066707,1.172998,-1.690381,-0.2516111,-1.43877,0.5935795,-1.119852,-0.01798353,0.07559897,0.01981596,0.05578302
537.0,0.1062911,-1.066707,1.172998,-1.690382,-0.2516111,-1.438771,0.5935801,-1.119853,-0.01798353,0.07559902,0.01981598,0.05578303
538.0,0.1062912,-1.066708,1.172999,-1.690383,-0.2516111,-1.438772,0.5935806,-1.119853,-0.01798352,0.07559906,0.01981601,0.05578305
539.0,0.1062912,-1.066708,1.173,-1.690384,-0.2516111,-1.438773,0.593581,-1.119854,-0.01798351,0.07559909,0.01981604,0.05578305
540.0,0.1062912,-1.066709,1.173,-1.690385,-0.2516112,-1.438774,0.5935813,-1.119855,-0.01798349,0.07559913,0.01981607,0.05578305
541.0,0.1062912,-1.06671,1.173001,-1.690386,-0.2516112,-1.438775,0.5935818,-1.119855,-0.01798349,0.07559916,0.01981609,0.05578306
542.0,0.1062912,-1.06671,1.173001,-1.690387,-0.2516113,-1.438776,0.5935822,-1.119856,-0.01798348,0.07559919,0.01981612,0.05578307
543.0,0.1062913,-1.066711,1.173002,-1.690388,-0.2516113,-1.438777,0.5935826,-1.119856,-0.01798346,0.07559922,0.01981615,0.05578307
544.0,0.1062913,-1.066711,1.173002,-1.690389,-0.2516114,-1.438777,0.593583,-1.119857,-0.01798345,0.07559925,0.01981618,0.05578307
545.0,0.1062913,-1.066712,1.173003,-1.690389,-0.2516114,-1.438778,0.5935833,-1.119857,-0.01798344,0.07559928,0.0198162,0.05578308
546.0,0.1062913,-1.066712,1.173003,-1.69039,-0.2516114,-1.438779,0.5935838,-1.119858,-0.01798343,0.07559933,0.01981623,0.05578309
547.0,0.1062913,-1.066713,1.173004,-1.690391,-0.2516114,-1.43878,0.5935843,-1.119858,-0.01798342,0.07559937,0.01981626,0.05578311
548.0,0.1062913,-1.066713,1.173005,-1.690392,-0.2516114,-1.438781,0.5935847,-1.119859,-0.01798341,0.07559941,0.01981629,0.05578312
549.0,0.1062913,-1.066714,1.173005,-1.690393,-0.2516114,-1.438781,0.593585,-1.119859,-0.0179834,0.07559944,0.01981632,0.05578312
550.0,0.1062913,-1.066714,1.173005,-1.690393,-0.2516114,-1.438782,0.5935852,-1.11986,-0.01798339,0.07559947,0.01981635,0.05578312
551.0,0.1062913,-1.066715,1.173006,-1.690394,-0.2516115,-1.438783,0.5935856,-1.11986,-0.01798338,0.0755995,0.01981637,0.05578313
552.0,0.1062914,-1.066715,1.173006,-1.690395,-0.2516116,-1.438783,0.5935859,-1.119861,-0.01798338,0.07559952,0.01981639,0.05578314
553.0,0.1062914,-1.066715,1.173007,-1.690396,-0.2516116,-1.438784,0.5935862,-1.119861,-0.01798336,0.07559955,0.01981641,0.05578314
554.0,0.1062914,-1.066716,1.173007,-1.690396,-0.2516117,-1.438785,0.5935865,-1.119862,-0.01798335,0.07559958,0.01981643,0.05578314
555.0,0.1062914,-1.066716,1.173008,-1.690397,-0.2516117,-1.438785,0.5935868,-1.119862,-0.01798334,0.07559961,0.01981646,0.05578315
556.0,0.1062914,-1.066717,1.173008,-1.690398,-0.2516117,-1.438786,0.5935873,-1.119863,-0.01798334,0.07559964,0.01981648,0.05578316
557.0,0.1062914,-1.066717,1.173009,-1.690399,-0.2516116,-1.438787,0.5935877,-1.119863,-0.01798333,0.07559968,0.01981651,0.05578317
558.0,0.1062914,-1.066718,1.173009,-1.690399,-0.2516116,-1.438788,0.593588,-1.119863,-0.01798332,0.07559972,0.01981654,0.05578318
559.0,0.1062914,-1.066718,1.17301,-1.6904,-0.2516116,-1.438788,0.5935883,-1.119864,-0.01798331,0.07559975,0.01981657,0.05578318
560.0,0.1062914,-1.066719,1.17301,-1.690401,-0.2516117,-1.438789,0.5935887,-1.119864,-0.0179833,0.07559977,0.01981659,0.05578319
561.0,0.1062915,-1.066719,1.173011,-1.690402,-0.2516118,-1.43879,0.5935889,-1.119865,-0.01798329,0.0755998,0.01981661,0.05578319
562.0,0.1062915,-1.066719,1.173011,-1.690402,-0.2516119,-1.43879,0.5935892,-1.119865,-0.01798328,0.07559982,0.01981663,0.05578319
563.0,0.1062915,-1.06672,1.173011,-1.690403,-0.251612,-1.438791,0.5935895,-1.119866,-0.01798327,0.07559984,0.01981665,0.05578319
564.0,0.1062915,-1.06672,1.173012,-1.690403,-0.251612,-1.438791,0.5935897,-1.119866,-0.01798326,0.07559987,0.01981668,0.05578319
565.0,0.1062915,-1.066721,1.173012,-1.690404,-0.251612,-1.438792,0.5935902,-1.119866,-0.01798325,0.07559989,0.01981669,0.0557832
566.0,0.1062915,-1.066721,1.173013,-1.690405,-0.2516119,-1.438793,0.5935905,-1.119867,-0.01798325,0.07559993,0.01981672,0.05578321
567.0,0.1062915,-1.066722,1.173013,-1.690405,-0.2516119,-1.438794,0.5935908,-1.119867,-0.01798324,0.07559996,0.01981674,0.05578321
568.0,0.1062915,-1.066722,1.173013,-1.690406,-0.2516118,-1.438794,0.5935911,-1.119868,-0.01798323,0.07559999,0.01981677,0.05578322
569.0,0.1062915,-1.066722,1.173014,-1.690406,-0.2516119,-1.438794,0.5935913,-1.119868,-0.01798321,0.07560001,0.01981679,0.05578322
570.0,0.1062915,-1.066723,1.173014,-1.690407,-0.2516119,-1.438795,0.5935916,-1.119868,-0.01798321,0.07560003,0.01981681,0.05578323
571.0,0.1062916,-1.066723,1.173014,-1.690408,-0.251612,-1.438796,0.5935918,-1.119869,-0.0179832,0.07560005,0.01981683,0.05578323
572.0,0.1062916,-1.066723,1.173015,-1.690408,-0.2516121,-1.438796,0.593592,-1.119869,-0.01798319,0.07560007,0.01981684,0.05578323
573.0,0.1062916,-1.066724,1.173015,-1.690409,-0.2516121,-1.438797,0.5935923,-1.119869,-0.01798319,0.07560009,0.01981686,0.05578323
574.0,0.1062916,-1.066724,1.173016,-1.69041,-0.2516121,-1.438797,0.5935926,-1.11987,-0.01798318,0.07560012,0.01981687,0.05578324
575.0,0.1062916,-1.066724,1.173016,-1.69041,-0.2516121,-1.438798,0.593593,-1.11987,-0.01798318,0.07560015,0.0198169,0.05578325
576.0,0.1062916,-1.066725,1.173016,-1.690411,-0.2516121,-1.438799,0.5935933,-1.119871,-0.01798317,0.07560017,0.01981692,0.05578326
577.0,0.1062916,-1.066725,1.173017,-1.690411,-0.2516121,-1.438799,0.5935935,-1.119871,-0.01798316,0.0756002,0.01981694,0.05578326
578.0,0.1062916,-1.066725,1.173017,-1.690412,-0.2516121,-1.4388,0.5935937,-1.119871,-0.01798315,0.07560023,0.01981696,0.05578327
579.0,0.1062916,-1.066726,1.173017,-1.690412,-0.2516121,-1.4388,0.593594,-1.119872,-0.01798315,0.07560025,0.01981698,0.05578328
580.0,0.1062916,-1.066726,1.173018,-1.690413,-0.2516121,-1.438801,0.5935943,-1.119872,-0.01798315,0.07560027,0.01981699,0.05578328
581.0,0.1062917,-1.066726,1.173018,-1.690413,-0.2516122,-1.438801,0.5935945,-1.119872,-0.01798314,0.07560029,0.01981701,0.05578328
582.0,0.1062917,-1.066727,1.173018,-1.690414,-0.2516122,-1.438802,0.5935947,-1.119873,-0.01798313,0.07560031,0.01981702,0.05578328
583.0,0.1062917,-1.066727,1.173019,-1.690415,-0.2516122,-1.438802,0.5935951,-1.119873,-0.01798313,0.07560032,0.01981703,0.05578329
584.0,0.1062917,-1.066727,1.173019,-1.690415,-0.2516123,-1.438803,0.5935954,-1.119873,-0.01798312,0.07560034,0.01981705,0.05578329
585.0,0.1062917,-1.066728,1.173019,-1.690416,-0.2516123,-1.438804,0.5935956,-1.119874,-0.01798311,0.07560037,0.01981707,0.0557833
586.0,0.1062917,-1.066728,1.17302,-1.690416,-0.2516123,-1.438804,0.5935959,-1.119874,-0.01798311,0.0756004,0.01981709,0.0557833
587.0,0.1062917,-1.066728,1.17302,-1.690417,-0.2516123,-1.438804,0.5935961,-1.119874,-0.0179831,0.07560042,0.01981711,0.05578331
588.0,0.1062917,-1.066729,1.17302,-1.690417,-0.2516123,-1.438805,0.5935963,-1.119875,-0.01798309,0.07560045,0.01981713,0.05578332
589.0,0.1062917,-1.066729,1.173021,-1.690418,-0.2516123,-1.438805,0.5935966,-1.119875,-0.01798308,0.07560047,0.01981715,0.05578332
590.0,0.1062917,-1.066729,1.173021,-1.690418,-0.2516123,-1.438806,0.5935968,-1.119875,-0.01798308,0.07560049,0.01981717,0.05578332
591.0,0.1062918,-1.066729,1.173021,-1.690419,-0.2516123,-1.438806,0.593597,-1.119875,-0.01798307,0.0756005,0.01981718,0.05578332
592.0,0.1062918,-1.06673,1.173021,-1.690419,-0.2516123,-1.438807,0.5935972,-1.119876,-0.01798306,0.07560052,0.0198172,0.05578332
593.0,0.1062918,-1.06673,1.173022,-1.69042,-0.2516124,-1.438807,0.5935975,-1.119876,-0.01798306,0.07560053,0.01981721,0.05578332
594.0,0.1062918,-1.06673,1.173022,-1.69042,-0.2516124,-1.438808,0.5935978,-1.119876,-0.01798305,0.07560055,0.01981723,0.05578333
595.0,0.1062918,-1.066731,1.173022,-1.690421,-0.2516124,-1.438808,0.593598,-1.119877,-0.01798304,0.07560057,0.01981725,0.05578333
596.0,0.1062918,-1.066731,1.173023,-1.690421,-0.2516124,-1.438809,0.5935982,-1.119877,-0.01798303,0.0756006,0.01981727,0.05578333
597.0,0.1062918,-1.066731,1.173023,-1.690422,-0.2516124,-1.438809,0.5935984,-1.119877,-0.01798303,0.07560062,0.01981728,0.05578334
598.0,0.1062918,-1.066732,1.173023,-1.690422,-0.2516124,-1.43881,0.5935987,-1.119877,-0.01798302,0.07560064,0.01981729,0.05578334
599.0,0.1062918,-1.066732,1.173024,-1.690422,-0.2516124,-1.43881,0.5935989,-1.119878,-0.01798302,0.07560065,0.01981731,0.05578334
600.0,0.1062918,-1.066732,1.173024,-1.690423,-0.2516124,-1.43881,0.5935991,-1.119878,-0.01798301,0.07560067,0.01981732,0.05578334
601.0,0.1062918,-1.066732,1.173024,-1.690423,-0.2516124,-1.438811,0.5935993,-1.119878,-0.01798301,0.07560068,0.01981733,0.05578335
602.0,0.1062919,-1.066733,1.173024,-1.690424,-0.2516124,-1.438812,0.5935996,-1.119879,-0.01798301,0.07560069,0.01981734,0.05578335
603.0,0.1062919,-1.066733,1.173025,-1.690425,-0.2516125,-1.438812,0.5935998,-1.119879,-0.01798301,0.07560071,0.01981735,0.05578336
604.0,0.1062919,-1.066733,1.173025,-1.690425,-0.2516126,-1.438812,0.5936,-1.119879,-0.017983,0.07560072,0.01981736,0.05578336
605.0,0.1062919,-1.066733,1.173025,-1.690425,-0.2516126,-1.438813,0.5936001,-1.119879,-0.017983,0.07560074,0.01981737,0.05578337
606.0,0.1062919,-1.066734,1.173026,-1.690426,-0.2516126,-1.438813,0.5936004,-1.11988,-0.017983,0.07560075,0.01981738,0.05578337
607.0,0.1062919,-1.066734,1.173026,-1.690426,-0.2516126,-1.438814,0.5936006,-1.11988,-0.01798299,0.07560077,0.01981739,0.05578338
608.0,0.1062919,-1.066734,1.173026,-1.690427,-0.2516125,-1.438814,0.5936007,-1.11988,-0.01798299,0.07560079,0.01981741,0.05578338
609.0,0.1062919,-1.066734,1.173026,-1.690427,-0.2516125,-1.438814,0.5936008,-1.11988,-0.01798298,0.07560081,0.01981743,0.05578338
610.0,0.1062919,-1.066734,1.173026,-1.690427,-0.2516125,-1.438814,0.593601,-1.11988,-0.01798297,0.07560082,0.01981744,0.05578338
611.0,0.1062919,-1.066735,1.173027,-1.690427,-0.2516125,-1.438815,0.5936012,-1.119881,-0.01798297,0.07560084,0.01981745,0.05578339
612.0,0.1062919,-1.066735,1.173027,-1.690428,-0.2516126,-1.438815,0.5936014,-1.119881,-0.01798297,0.07560085,0.01981746,0.05578339
613.0,0.106292,-1.066735,1.173027,-1.690428,-0.2516126,-1.438816,0.5936016,-1.119881,-0.01798296,0.07560086,0.01981747,0.05578339
614.0,0.106292,-1.066735,1.173027,-1.690429,-0.2516126,-1.438816,0.5936018,-1.119881,-0.01798296,0.07560088,0.01981748,0.0557834
615.0,0.106292,-1.066736,1.173028,-1.690429,-0.2516126,-1.438817,0.593602,-1.119882,-0.01798295,0.07560089,0.0198175,0.0557834
616.0,0.1062919,-1.066736,1.173028,-1.69043,-0.2516126,-1.438817,0.5936022,-1.119882,-0.01798294,0.07560091,0.01981751,0.0557834
617.0,0.1062919,-1.066736,1.173028,-1.69043,-0.2516126,-1.438817,0.5936024,-1.119882,-0.01798294,0.07560093,0.01981753,0.0557834
618.0,0.1062919,-1.066736,1.173028,-1.69043,-0.2516126,-1.438818,0.5936025,-1.119882,-0.01798293,0.07560095,0.01981754,0.0557834
619.0,0.1062919,-1.066736,1.173028,-1.69043,-0.2516126,-1.438818,0.5936026,-1.119882,-0.01798292,0.07560096,0.01981756,0.0557834
620.0,0.106292,-1.066737,1.173029,-1.690431,-0.2516126,-1.438818,0.5936028,-1.119883,-0.01798292,0.07560097,0.01981756,0.05578341
621.0,0.106292,-1.066737,1.173029,-1.690431,-0.2516127,-1.438819,0.593603,-1.119883,-0.01798292,0.07560098,0.01981757,0.05578341
622.0,0.106292,-1.066737,1.173029,-1.690432,-0.2516127,-1.438819,0.5936032,-1.119883,-0.01798292,0.07560099,0.01981758,0.05578342
623.0,0.106292,-1.066737,1.173029,-1.690432,-0.2516127,-1.43882,0.5936034,-1.119883,-0.01798292,0.075601,0.01981759,0.05578342
624.0,0.106292,-1.066738,1.17303,-1.690433,-0.2516127,-1.43882,0.5936036,-1.119884,-0.01798291,0.07560101,0.0198176,0.05578342
625.0,0.106292,-1.066738,1.17303,-1.690433,-0.2516127,-1.43882,0.5936038,-1.119884,-0.01798291,0.07560103,0.01981761,0.05578342
626.0,0.106292,-1.066738,1.17303,-1.690433,-0.2516127,-1.438821,0.593604,-1.119884,-0.0179829,0.07560104,0.01981762,0.05578342
627.0,0.106292,-1.066738,1.17303,-1.690434,-0.2516127,-1.438821,0.593604,-1.119884,-0.0179829,0.07560105,0.01981763,0.05578342
628.0,0.106292,-1.066738,1.17303,-1.690434,-0.2516128,-1.438821,0.5936041,-1.119884,-0.01798289,0.07560107,0.01981764,0.05578342
629.0,0.106292,-1.066739,1.173031,-1.690434,-0.2516128,-1.438821,0.5936042,-1.119885,-0.01798289,0.07560108,0.01981765,0.05578343
630.0,0.106292,-1.066739,1.173031,-1.690434,-0.2516128,-1.438822,0.5936044,-1.119885,-0.01798289,0.0756011,0.01981766,0.05578344
631.0,0.1062921,-1.066739,1.173031,-1.690435,-0.2516128,-1.438822,0.5936046,-1.119885,-0.01798289,0.07560111,0.01981766,0.05578344
632.0,0.1062921,-1.066739,1.173031,-1.690435,-0.2516128,-1.438822,0.5936047,-1.119885,-0.01798289,0.07560112,0.01981767,0.05578345
633.0,0.1062921,-1.066739,1.173031,-1.690435,-0.2516128,-1.438823,0.5936049,-1.119885,-0.01798288,0.07560113,0.01981768,0.05578345
634.0,0.1062921,-1.066739,1.173032,-1.690436,-0.2516128,-1.438823,0.5936051,-1.119886,-0.01798288,0.07560114,0.01981769,0.05578345
635.0,0.1062921,-1.06674,1.173032,-1.690436,-0.2516128,-1.438823,0.5936052,-1.119886,-0.01798287,0.07560115,0.0198177,0.05578345
636.0,0.1062921,-1.06674,1.173032,-1.690436,-0.2516128,-1.438824,0.5936053,-1.119886,-0.01798287,0.07560116,0.01981771,0.05578345
637.0,0.1062921,-1.06674,1.173032,-1.690437,-0.2516129,-1.438824,0.5936054,-1.119886,-0.01798287,0.07560117,0.01981772,0.05578345
638.0,0.1062921,-1.06674,1.173032,-1.690437,-0.2516129,-1.438824,0.5936055,-1.119886,-0.01798287,0.07560119,0.01981773,0.05578346
639.0,0.1062921,-1.06674,1.173032,-1.690437,-0.2516129,-1.438824,0.5936056,-1.119886,-0.01798287,0.0756012,0.01981773,0.05578347
640.0,0.1062921,-1.06674,1.173033,-1.690437,-0.2516128,-1.438824,0.5936057,-1.119886,-0.01798287,0.07560121,0.01981774,0.05578347
641.0,0.1062921,-1.066741,1.173033,-1.690437,-0.2516128,-1.438825,0.5936059,-1.119887,-0.01798286,0.07560122,0.01981775,0.05578347
642.0,0.1062921,-1.066741,1.173033,-1.690438,-0.2516128,-1.438825,0.5936061,-1.119887,-0.01798286,0.07560123,0.01981776,0.05578347
643.0,0.1062921,-1.066741,1.173033,-1.690438,-0.2516129,-1.438825,0.5936063,-1.119887,-0.01798285,0.07560124,0.01981776,0.05578347
644.0,0.1062921,-1.066741,1.173033,-1.690439,-0.2516129,-1.438826,0.5936065,-1.119887,-0.01798285,0.07560125,0.01981777,0.05578347
645.0,0.1062922,-1.066741,1.173034,-1.690439,-0.2516129,-1.438826,0.5936066,-1.119887,-0.01798285,0.07560125,0.01981778,0.05578347
646.0,0.1062922,-1.066742,1.173034,-1.690439,-0.251613,-1.438826,0.5936066,-1.119888,-0.01798284,0.07560126,0.01981779,0.05578347
647.0,0.1062922,-1.066742,1.173034,-1.690439,-0.251613,-1.438826,0.5936066,-1.119888,-0.01798284,0.07560127,0.0198178,0.05578347
648.0,0.1062922,-1.066742,1.173034,-1.690439,-0.251613,-1.438826,0.5936067,-1.119888,-0.01798284,0.07560129,0.0198178,0.05578348
649.0,0.1062922,-1.066742,1.173034,-1.690439,-0.251613,-1.438827,0.5936068,-1.119888,-0.01798284,0.0756013,0.01981781,0.05578349
650.0,0.1062922,-1.066742,1.173034,-1.69044,-0.2516129,-1.438827,0.5936069,-1.119888,-0.01798283,0.07560131,0.01981783,0.05578349
651.0,0.1062922,-1.066742,1.173034,-1.69044,-0.2516129,-1.438827,0.593607,-1.119888,-0.01798283,0.07560133,0.01981784,0.05578349
652.0,0.1062922,-1.066742,1.173034,-1.69044,-0.251613,-1.438827,0.5936072,-1.119888,-0.01798282,0.07560133,0.01981785,0.05578349
653.0,0.1062922,-1.066742,1.173035,-1.690441,-0.251613,-1.438828,0.5936074,-1.119889,-0.01798282,0.07560134,0.01981786,0.05578349
654.0,0.1062922,-1.066743,1.173035,-1.690441,-0.2516131,-1.438828,0.5936076,-1.119889,-0.01798281,0.07560135,0.01981786,0.05578349
655.0,0.1062922,-1.066743,1.173035,-1.690442,-0.2516131,-1.438828,0.5936077,-1.119889,-0.01798281,0.07560135,0.01981787,0.05578349
656.0,0.1062922,-1.066743,1.173035,-1.690442,-0.2516131,-1.438828,0.5936077,-1.119889,-0.01798281,0.07560136,0.01981787,0.05578349
657.0,0.1062922,-1.066743,1.173035,-1.690442,-0.2516131,-1.438829,0.5936077,-1.119889,-0.01798281,0.07560137,0.01981787,0.05578349
658.0,0.1062922,-1.066743,1.173035,-1.690442,-0.2516131,-1.438829,0.5936077,-1.119889,-0.01798281,0.07560138,0.01981788,0.0557835
659.0,0.1062922,-1.066743,1.173035,-1.690442,-0.251613,-1.438829,0.5936078,-1.119889,-0.0179828,0.07560139,0.01981789,0.0557835
660.0,0.1062922,-1.066743,1.173035,-1.690442,-0.251613,-1.438829,0.5936079,-1.119889,-0.0179828,0.0756014,0.0198179,0.0557835
661.0,0.1062922,-1.066743,1.173036,-1.690442,-0.251613,-1.438829,0.593608,-1.11989,-0.0179828,0.07560141,0.01981791,0.0557835
662.0,0.1062922,-1.066744,1.173036,-1.690442,-0.251613,-1.438829,0.5936082,-1.11989,-0.01798279,0.07560142,0.01981792,0.0557835
663.0,0.1062922,-1.066744,1.173036,-1.690443,-0.2516131,-1.43883,0.5936083,-1.11989,-0.01798279,0.07560142,0.01981792,0.0557835
664.0,0.1062922,-1.066744,1.173036,-1.690443,-0.2516132,-1.43883,0.5936084,-1.11989,-0.01798279,0.07560143,0.01981793,0.0557835
665.0,0.1062922,-1.066744,1.173036,-1.690443,-0.2516132,-1.43883,0.5936085,-1.11989,-0.01798279,0.07560143,0.01981793,0.0557835
666.0,0.1062922,-1.066744,1.173036,-1.690443,-0.2516132,-1.43883,0.5936084,-1.11989,-0.01798278,0.07560144,0.01981794,0.0557835
667.0,0.1062922,-1.066744,1.173036,-1.690443,-0.2516132,-1.43883,0.5936085,-1.11989,-0.01798278,0.07560144,0.01981794,0.05578351
668.0,0.1062922,-1.066744,1.173036,-1.690443,-0.2516132,-1.43883,0.5936084,-1.11989,-0.01798278,0.07560145,0.01981795,0.05578351
669.0,0.1062922,-1.066744,1.173036,-1.690443,-0.2516131,-1.43883,0.5936085,-1.11989,-0.01798277,0.07560147,0.01981796,0.05578351
670.0,0.1062922,-1.066744,1.173037,-1.690443,-0.2516131,-1.43883,0.5936085,-1.11989,-0.01798277,0.07560148,0.01981797,0.05578351
671.0,0.1062922,-1.066745,1.173037,-1.690444,-0.2516131,-1.438831,0.5936087,-1.119891,-0.01798276,0.07560149,0.01981798,0.05578351
672.0,0.1062922,-1.066745,1.173037,-1.690444,-0.2516132,-1.438831,0.5936089,-1.119891,-0.01798276,0.0756015,0.01981799,0.05578351
673.0,0.1062922,-1.066745,1.173037,-1.690444,-0.2516132,-1.438831,0.593609,-1.119891,-0.01798276,0.0756015,0.01981799,0.05578351
674.0,0.1062922,-1.066745,1.173037,-1.690445,-0.2516132,-1.438832,0.5936091,-1.119891,-0.01798276,0.07560151,0.01981799,0.05578351
675.0,0.1062922,-1.066745,1.173037,-1.690445,-0.2516133,-1.438832,0.5936092,-1.119891,-0.01798276,0.07560151,0.01981799,0.05578352
676.0,0.1062922,-1.066745,1.173037,-1.690445,-0.2516133,-1.438832,0.5936092,-1.119891,-0.01798276,0.07560151,0.01981799,0.05578352
677.0,0.1062922,-1.066745,1.173037,-1.690445,-0.2516132,-1.438832,0.5936092,-1.119891,-0.01798276,0.07560152,0.019818,0.05578352
678.0,0.1062922,-1.066745,1.173037,-1.690445,-0.2516132,-1.438832,0.5936091,-1.119891,-0.01798275,0.07560153,0.01981801,0.05578352
679.0,0.1062922,-1.066745,1.173037,-1.690445,-0.2516132,-1.438832,0.5936091,-1.119891,-0.01798275,0.07560154,0.01981802,0.05578352
680.0,0.1062922,-1.066745,1.173038,-1.690445,-0.2516132,-1.438832,0.5936092,-1.119891,-0.01798274,0.07560155,0.01981803,0.05578352
681.0,0.1062922,-1.066746,1.173038,-1.690445,-0.2516132,-1.438832,0.5936094,-1.119892,-0.01798274,0.07560156,0.01981804,0.05578352
682.0,0.1062922,-1.066746,1.173038,-1.690446,-0.2516132,-1.438832,0.5936096,-1.119892,-0.01798274,0.07560157,0.01981805,0.05578352
683.0,0.1062922,-1.066746,1.173038,-1.690446,-0.2516132,-1.438833,0.5936097,-1.119892,-0.01798274,0.07560157,0.01981805,0.05578352
684.0,0.1062922,-1.066746,1.173038,-1.690446,-0.2516132,-1.438833,0.5936098,-1.119892,-0.01798274,0.07560157,0.01981805,0.05578353
685.0,0.1062923,-1.066746,1.173038,-1.690446,-0.2516133,-1.438833,0.5936098,-1.119892,-0.01798274,0.07560158,0.01981805,0.05578353
686.0,0.1062923,-1.066746,1.173038,-1.690446,-0.2516133,-1.438833,0.5936098,-1.119892,-0.01798274,0.07560158,0.01981805,0.05578353
687.0,0.1062923,-1.066746,1.173038,-1.690446,-0.2516133,-1.438833,0.5936098,-1.119892,-0.01798274,0.07560158,0.01981805,0.05578353
688.0,0.1062922,-1.066746,1.173038,-1.690446,-0.2516133,-1.438833,0.5936098,-1.119892,-0.01798273,0.07560159,0.01981806,0.05578353
689.0,0.1062922,-1.066746,1.173038,-1.690446,-0.2516133,-1.438833,0.5936098,-1.119892,-0.01798273,0.0756016,0.01981808,0.05578353
690.0,0.1062922,-1.066746,1.173038,-1.690446,-0.2516133,-1.438833,0.5936099,-1.119892,-0.01798272,0.07560161,0.01981808,0.05578353
691.0,0.1062922,-1.066746,1.173039,-1.690447,-0.2516133,-1.438833,0.5936101,-1.119892,-0.01798272,0.07560162,0.01981809,0.05578353
692.0,0.1062923,-1.066747,1.173039,-1.690447,-0.2516132,-1.438834,0.5936102,-1.119893,-0.01798272,0.07560163,0.01981809,0.05578353
693.0,0.1062923,-1.066747,1.173039,-1.690447,-0.2516132,-1.438834,0.5936104,-1.119893,-0.01798272,0.07560163,0.01981809,0.05578354
694.0,0.1062923,-1.066747,1.173039,-1.690448,-0.2516132,-1.438834,0.5936105,-1.119893,-0.01798273,0.07560163,0.01981809,0.05578354
695.0,0.1062923,-1.066747,1.173039,-1.690448,-0.2516133,-1.438834,0.5936105,-1.119893,-0.01798273,0.07560163,0.01981809,0.05578354
696.0,0.1062923,-1.066747,1.173039,-1.690448,-0.2516133,-1.438834,0.5936105,-1.119893,-0.01798272,0.07560163,0.01981809,0.05578354
697.0,0.1062923,-1.066747,1.173039,-1.690448,-0.2516133,-1.438834,0.5936105,-1.119893,-0.01798272,0.07560164,0.0198181,0.05578354
698.0,0.1062923,-1.066747,1.173039,-1.690448,-0.2516133,-1.438834,0.5936104,-1.119893,-0.01798271,0.07560165,0.01981811,0.05578353
699.0,0.1062923,-1.066747,1.173039,-1.690448,-0.2516133,-1.438834,0.5936105,-1.119893,-0.0179827,0.07560165,0.01981812,0.05578353
700.0,0.1062923,-1.066747,1.173039,-1.690448,-0.2516133,-1.438835,0.5936106,-1.119893,-0.0179827,0.07560167,0.01981813,0.05578353
701.0,0.1062923,-1.066747,1.173039,-1.690448,-0.2516133,-1.438835,0.5936108,-1.119893,-0.0179827,0.07560167,0.01981814,0.05578353
702.0,0.1062923,-1.066747,1.17304,-1.690449,-0.2516133,-1.438835,0.593611,-1.119894,-0.0179827,0.07560168,0.01981814,0.05578354
703.0,0.1062923,-1.066747,1.17304,-1.690449,-0.2516133,-1.438835,0.5936111,-1.119894,-0.0179827,0.07560168,0.01981814,0.05578354
704.0,0.1062923,-1.066748,1.17304,-1.690449,-0.2516133,-1.438836,0.5936112,-1.119894,-0.01798271,0.07560168,0.01981814,0.05578355
705.0,0.1062923,-1.066748,1.17304,-1.690449,-0.2516133,-1.438836,0.5936112,-1.119894,-0.01798271,0.07560168,0.01981813,0.05578355
706.0,0.1062923,-1.066748,1.17304,-1.690449,-0.2516133,-1.438835,0.5936111,-1.119894,-0.01798271,0.07560169,0.01981814,0.05578355
707.0,0.1062923,-1.066748,1.17304,-1.690449,-0.2516133,-1.438835,0.593611,-1.119894,-0.0179827,0.07560169,0.01981814,0.05578355
708.0,0.1062923,-1.066748,1.17304,-1.690449,-0.2516133,-1.438835,0.593611,-1.119894,-0.0179827,0.07560169,0.01981815,0.05578354
709.0,0.1062923,-1.066748,1.17304,-1.690449,-0.2516133,-1.438836,0.5936111,-1.119894,-0.01798269,0.0756017,0.01981816,0.05578354
710.0,0.1062923,-1.066748,1.17304,-1.690449,-0.2516133,-1.438836,0.5936113,-1.119894,-0.01798269,0.07560171,0.01981816,0.05578355
711.0,0.1062923,-1.066748,1.17304,-1.690449,-0.2516133,-1.438836,0.5936114,-1.119894,-0.01798269,0.07560172,0.01981817,0.05578355
712.0,0.1062923,-1.066748,1.17304,-1.69045,-0.2516132,-1.438836,0.5936116,-1.119894,-0.0179827,0.07560172,0.01981816,0.05578356
713.0,0.1062923,-1.066748,1.17304,-1.69045,-0.2516132,-1.438837,0.5936117,-1.119894,-0.0179827,0.07560173,0.01981816,0.05578357
714.0,0.1062923,-1.066748,1.173041,-1.69045,-0.2516133,-1.438837,0.5936118,-1.119894,-0.01798271,0.07560173,0.01981816,0.05578357
715.0,0.1062924,-1.066748,1.173041,-1.69045,-0.2516133,-1.438837,0.5936118,-1.119894,-0.01798271,0.07560173,0.01981816,0.05578357
716.0,0.1062924,-1.066748,1.173041,-1.69045,-0.2516133,-1.438837,0.5936118,-1.119894,-0.0179827,0.07560173,0.01981816,0.05578357
