# Force and moment coefficients
# dragDir     : (9.985742e-01 0.000000e+00 -5.338206e-02)
# sideDir     : (-0.000000e+00 1.000000e+00 0.000000e+00)
# liftDir     : (5.338206e-02 0.000000e+00 9.985742e-01)
# rollAxis    : (9.985742e-01 0.000000e+00 -5.338206e-02)
# pitchAxis   : (-0.000000e+00 1.000000e+00 0.000000e+00)
# yawAxis     : (5.338206e-02 0.000000e+00 9.985742e-01)
# magUInf     : 1.020000e+02
# lRef        : 8.059000e-01
# Aref        : 9.290304e-02
# CofR        : (2.037250e-01 0.000000e+00 9.120000e-02)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
862           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516135e-01	-1.438842e+00	5.936144e-01	-1.119898e+00	-1.798259e-02	7.560202e-02	1.981842e-02	5.578360e-02
863           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516135e-01	-1.438842e+00	5.936145e-01	-1.119898e+00	-1.798259e-02	7.560202e-02	1.981842e-02	5.578360e-02
864           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516134e-01	-1.438843e+00	5.936145e-01	-1.119899e+00	-1.798258e-02	7.560202e-02	1.981843e-02	5.578359e-02
865           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516135e-01	-1.438843e+00	5.936146e-01	-1.119899e+00	-1.798258e-02	7.560202e-02	1.981843e-02	5.578359e-02
866           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516135e-01	-1.438843e+00	5.936146e-01	-1.119899e+00	-1.798258e-02	7.560202e-02	1.981843e-02	5.578359e-02
867           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516136e-01	-1.438843e+00	5.936145e-01	-1.119898e+00	-1.798258e-02	7.560203e-02	1.981843e-02	5.578359e-02
868           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516137e-01	-1.438843e+00	5.936145e-01	-1.119898e+00	-1.798258e-02	7.560202e-02	1.981843e-02	5.578359e-02
869           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516137e-01	-1.438843e+00	5.936144e-01	-1.119898e+00	-1.798258e-02	7.560202e-02	1.981843e-02	5.578359e-02
870           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516137e-01	-1.438842e+00	5.936144e-01	-1.119898e+00	-1.798258e-02	7.560202e-02	1.981843e-02	5.578359e-02
871           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516136e-01	-1.438842e+00	5.936144e-01	-1.119898e+00	-1.798258e-02	7.560202e-02	1.981843e-02	5.578359e-02
872           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516135e-01	-1.438842e+00	5.936144e-01	-1.119898e+00	-1.798258e-02	7.560202e-02	1.981843e-02	5.578359e-02
873           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516134e-01	-1.438842e+00	5.936145e-01	-1.119898e+00	-1.798258e-02	7.560202e-02	1.981843e-02	5.578359e-02
874           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516134e-01	-1.438842e+00	5.936145e-01	-1.119899e+00	-1.798258e-02	7.560202e-02	1.981843e-02	5.578359e-02
875           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516135e-01	-1.438843e+00	5.936145e-01	-1.119899e+00	-1.798258e-02	7.560202e-02	1.981843e-02	5.578359e-02
876           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516135e-01	-1.438843e+00	5.936145e-01	-1.119899e+00	-1.798259e-02	7.560202e-02	1.981842e-02	5.578360e-02
877           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516136e-01	-1.438843e+00	5.936145e-01	-1.119898e+00	-1.798259e-02	7.560202e-02	1.981842e-02	5.578360e-02
878           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516137e-01	-1.438843e+00	5.936144e-01	-1.119898e+00	-1.798259e-02	7.560202e-02	1.981842e-02	5.578361e-02
879           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516137e-01	-1.438842e+00	5.936144e-01	-1.119898e+00	-1.798260e-02	7.560202e-02	1.981841e-02	5.578361e-02
880           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516136e-01	-1.438842e+00	5.936144e-01	-1.119898e+00	-1.798260e-02	7.560202e-02	1.981841e-02	5.578361e-02
881           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516136e-01	-1.438842e+00	5.936144e-01	-1.119898e+00	-1.798260e-02	7.560202e-02	1.981841e-02	5.578361e-02
882           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516135e-01	-1.438842e+00	5.936144e-01	-1.119898e+00	-1.798259e-02	7.560202e-02	1.981842e-02	5.578360e-02
883           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516134e-01	-1.438842e+00	5.936144e-01	-1.119899e+00	-1.798259e-02	7.560202e-02	1.981842e-02	5.578360e-02
884           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516135e-01	-1.438842e+00	5.936145e-01	-1.119899e+00	-1.798259e-02	7.560202e-02	1.981842e-02	5.578360e-02
885           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516135e-01	-1.438843e+00	5.936146e-01	-1.119899e+00	-1.798259e-02	7.560202e-02	1.981842e-02	5.578361e-02
886           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516136e-01	-1.438843e+00	5.936146e-01	-1.119899e+00	-1.798260e-02	7.560203e-02	1.981842e-02	5.578361e-02
887           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516136e-01	-1.438843e+00	5.936146e-01	-1.119899e+00	-1.798260e-02	7.560203e-02	1.981842e-02	5.578361e-02
888           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516136e-01	-1.438843e+00	5.936145e-01	-1.119898e+00	-1.798260e-02	7.560203e-02	1.981842e-02	5.578361e-02
889           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516136e-01	-1.438843e+00	5.936145e-01	-1.119898e+00	-1.798260e-02	7.560203e-02	1.981842e-02	5.578361e-02
890           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516136e-01	-1.438843e+00	5.936146e-01	-1.119899e+00	-1.798259e-02	7.560203e-02	1.981842e-02	5.578361e-02
891           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516136e-01	-1.438843e+00	5.936146e-01	-1.119899e+00	-1.798259e-02	7.560203e-02	1.981842e-02	5.578360e-02
892           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516135e-01	-1.438843e+00	5.936146e-01	-1.119899e+00	-1.798258e-02	7.560203e-02	1.981843e-02	5.578360e-02
893           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516135e-01	-1.438843e+00	5.936146e-01	-1.119899e+00	-1.798258e-02	7.560203e-02	1.981843e-02	5.578360e-02
894           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516135e-01	-1.438843e+00	5.936147e-01	-1.119899e+00	-1.798258e-02	7.560203e-02	1.981843e-02	5.578360e-02
895           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516135e-01	-1.438843e+00	5.936147e-01	-1.119899e+00	-1.798259e-02	7.560203e-02	1.981843e-02	5.578360e-02
896           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438843e+00	5.936147e-01	-1.119899e+00	-1.798259e-02	7.560203e-02	1.981843e-02	5.578360e-02
897           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690457e+00	-2.516136e-01	-1.438843e+00	5.936147e-01	-1.119899e+00	-1.798259e-02	7.560203e-02	1.981842e-02	5.578361e-02
898           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690457e+00	-2.516136e-01	-1.438843e+00	5.936147e-01	-1.119899e+00	-1.798259e-02	7.560203e-02	1.981842e-02	5.578361e-02
899           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690457e+00	-2.516136e-01	-1.438843e+00	5.936147e-01	-1.119899e+00	-1.798259e-02	7.560202e-02	1.981842e-02	5.578361e-02
900           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516136e-01	-1.438843e+00	5.936147e-01	-1.119899e+00	-1.798259e-02	7.560202e-02	1.981842e-02	5.578360e-02
901           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690456e+00	-2.516135e-01	-1.438843e+00	5.936147e-01	-1.119899e+00	-1.798259e-02	7.560202e-02	1.981842e-02	5.578360e-02
902           	1.062924e-01	-1.066753e+00	1.173045e+00	-1.690456e+00	-2.516135e-01	-1.438843e+00	5.936147e-01	-1.119899e+00	-1.798259e-02	7.560202e-02	1.981843e-02	5.578360e-02
903           	1.062924e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438843e+00	5.936148e-01	-1.119899e+00	-1.798259e-02	7.560202e-02	1.981842e-02	5.578360e-02
904           	1.062924e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438843e+00	5.936148e-01	-1.119899e+00	-1.798259e-02	7.560202e-02	1.981842e-02	5.578360e-02
905           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438843e+00	5.936149e-01	-1.119899e+00	-1.798259e-02	7.560202e-02	1.981842e-02	5.578360e-02
906           	1.062924e-01	-1.066752e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438843e+00	5.936149e-01	-1.119899e+00	-1.798260e-02	7.560202e-02	1.981841e-02	5.578361e-02
907           	1.062925e-01	-1.066752e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438843e+00	5.936149e-01	-1.119899e+00	-1.798260e-02	7.560202e-02	1.981841e-02	5.578361e-02
908           	1.062925e-01	-1.066752e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438843e+00	5.936149e-01	-1.119899e+00	-1.798260e-02	7.560202e-02	1.981841e-02	5.578361e-02
909           	1.062925e-01	-1.066752e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438843e+00	5.936149e-01	-1.119899e+00	-1.798260e-02	7.560202e-02	1.981841e-02	5.578361e-02
910           	1.062924e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438843e+00	5.936150e-01	-1.119899e+00	-1.798260e-02	7.560202e-02	1.981841e-02	5.578361e-02
911           	1.062924e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438843e+00	5.936150e-01	-1.119899e+00	-1.798260e-02	7.560203e-02	1.981842e-02	5.578361e-02
912           	1.062924e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438844e+00	5.936150e-01	-1.119899e+00	-1.798259e-02	7.560203e-02	1.981842e-02	5.578361e-02
913           	1.062924e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438844e+00	5.936150e-01	-1.119899e+00	-1.798260e-02	7.560203e-02	1.981842e-02	5.578361e-02
914           	1.062924e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438844e+00	5.936151e-01	-1.119899e+00	-1.798260e-02	7.560203e-02	1.981842e-02	5.578362e-02
915           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516134e-01	-1.438844e+00	5.936151e-01	-1.119899e+00	-1.798260e-02	7.560203e-02	1.981841e-02	5.578362e-02
916           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516134e-01	-1.438844e+00	5.936151e-01	-1.119899e+00	-1.798261e-02	7.560203e-02	1.981841e-02	5.578362e-02
917           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438844e+00	5.936151e-01	-1.119899e+00	-1.798261e-02	7.560203e-02	1.981841e-02	5.578362e-02
918           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438844e+00	5.936151e-01	-1.119899e+00	-1.798261e-02	7.560203e-02	1.981841e-02	5.578362e-02
919           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438844e+00	5.936151e-01	-1.119899e+00	-1.798261e-02	7.560203e-02	1.981841e-02	5.578362e-02
920           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516136e-01	-1.438844e+00	5.936151e-01	-1.119899e+00	-1.798260e-02	7.560203e-02	1.981841e-02	5.578362e-02
921           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516136e-01	-1.438844e+00	5.936151e-01	-1.119899e+00	-1.798260e-02	7.560203e-02	1.981842e-02	5.578361e-02
922           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516136e-01	-1.438844e+00	5.936151e-01	-1.119899e+00	-1.798260e-02	7.560203e-02	1.981842e-02	5.578362e-02
923           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438844e+00	5.936151e-01	-1.119899e+00	-1.798260e-02	7.560203e-02	1.981841e-02	5.578362e-02
924           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798260e-02	7.560203e-02	1.981841e-02	5.578362e-02
925           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516134e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798261e-02	7.560203e-02	1.981841e-02	5.578362e-02
926           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516134e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798261e-02	7.560203e-02	1.981841e-02	5.578363e-02
927           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798261e-02	7.560203e-02	1.981841e-02	5.578363e-02
928           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516135e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798261e-02	7.560204e-02	1.981841e-02	5.578363e-02
929           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798261e-02	7.560204e-02	1.981841e-02	5.578363e-02
930           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798260e-02	7.560204e-02	1.981841e-02	5.578362e-02
931           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798260e-02	7.560204e-02	1.981842e-02	5.578362e-02
932           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798260e-02	7.560204e-02	1.981842e-02	5.578362e-02
933           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798260e-02	7.560204e-02	1.981842e-02	5.578362e-02
934           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798260e-02	7.560204e-02	1.981841e-02	5.578362e-02
935           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798261e-02	7.560204e-02	1.981841e-02	5.578363e-02
936           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516135e-01	-1.438844e+00	5.936153e-01	-1.119899e+00	-1.798261e-02	7.560204e-02	1.981841e-02	5.578363e-02
937           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516135e-01	-1.438844e+00	5.936153e-01	-1.119899e+00	-1.798261e-02	7.560204e-02	1.981841e-02	5.578363e-02
938           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516135e-01	-1.438844e+00	5.936153e-01	-1.119899e+00	-1.798261e-02	7.560204e-02	1.981841e-02	5.578363e-02
939           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936153e-01	-1.119899e+00	-1.798261e-02	7.560204e-02	1.981842e-02	5.578363e-02
940           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936153e-01	-1.119899e+00	-1.798260e-02	7.560204e-02	1.981842e-02	5.578362e-02
941           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798260e-02	7.560204e-02	1.981842e-02	5.578362e-02
942           	1.062924e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516136e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798260e-02	7.560204e-02	1.981842e-02	5.578362e-02
943           	1.062924e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798260e-02	7.560204e-02	1.981842e-02	5.578362e-02
944           	1.062924e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798260e-02	7.560204e-02	1.981842e-02	5.578362e-02
945           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516135e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798261e-02	7.560205e-02	1.981842e-02	5.578363e-02
946           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516135e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798261e-02	7.560205e-02	1.981842e-02	5.578363e-02
947           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936153e-01	-1.119899e+00	-1.798261e-02	7.560205e-02	1.981842e-02	5.578363e-02
948           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936153e-01	-1.119899e+00	-1.798260e-02	7.560205e-02	1.981842e-02	5.578363e-02
949           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936153e-01	-1.119899e+00	-1.798260e-02	7.560205e-02	1.981842e-02	5.578363e-02
950           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936153e-01	-1.119899e+00	-1.798260e-02	7.560204e-02	1.981842e-02	5.578362e-02
951           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936153e-01	-1.119899e+00	-1.798260e-02	7.560204e-02	1.981842e-02	5.578362e-02
952           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798260e-02	7.560204e-02	1.981842e-02	5.578362e-02
953           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798260e-02	7.560204e-02	1.981842e-02	5.578362e-02
954           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798260e-02	7.560205e-02	1.981842e-02	5.578362e-02
955           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936153e-01	-1.119899e+00	-1.798260e-02	7.560205e-02	1.981842e-02	5.578363e-02
956           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936153e-01	-1.119899e+00	-1.798260e-02	7.560205e-02	1.981842e-02	5.578363e-02
957           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936154e-01	-1.119899e+00	-1.798260e-02	7.560205e-02	1.981842e-02	5.578363e-02
958           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516135e-01	-1.438844e+00	5.936154e-01	-1.119899e+00	-1.798260e-02	7.560205e-02	1.981842e-02	5.578363e-02
959           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516135e-01	-1.438844e+00	5.936153e-01	-1.119899e+00	-1.798260e-02	7.560205e-02	1.981843e-02	5.578363e-02
960           	1.062924e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516135e-01	-1.438844e+00	5.936153e-01	-1.119899e+00	-1.798260e-02	7.560205e-02	1.981843e-02	5.578362e-02
961           	1.062924e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798260e-02	7.560205e-02	1.981843e-02	5.578362e-02
962           	1.062924e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516136e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798260e-02	7.560205e-02	1.981843e-02	5.578362e-02
963           	1.062924e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516136e-01	-1.438844e+00	5.936151e-01	-1.119899e+00	-1.798260e-02	7.560205e-02	1.981843e-02	5.578362e-02
964           	1.062924e-01	-1.066753e+00	1.173045e+00	-1.690457e+00	-2.516136e-01	-1.438844e+00	5.936151e-01	-1.119899e+00	-1.798260e-02	7.560205e-02	1.981843e-02	5.578363e-02
965           	1.062924e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798260e-02	7.560206e-02	1.981843e-02	5.578363e-02
966           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936153e-01	-1.119899e+00	-1.798260e-02	7.560206e-02	1.981843e-02	5.578363e-02
967           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936153e-01	-1.119899e+00	-1.798260e-02	7.560206e-02	1.981843e-02	5.578363e-02
968           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936154e-01	-1.119899e+00	-1.798260e-02	7.560206e-02	1.981843e-02	5.578363e-02
969           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516135e-01	-1.438844e+00	5.936153e-01	-1.119899e+00	-1.798260e-02	7.560206e-02	1.981843e-02	5.578363e-02
970           	1.062924e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936153e-01	-1.119899e+00	-1.798260e-02	7.560205e-02	1.981843e-02	5.578362e-02
971           	1.062924e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798259e-02	7.560205e-02	1.981843e-02	5.578362e-02
972           	1.062924e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798259e-02	7.560205e-02	1.981843e-02	5.578362e-02
973           	1.062924e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798259e-02	7.560205e-02	1.981843e-02	5.578362e-02
974           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798260e-02	7.560206e-02	1.981843e-02	5.578362e-02
975           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936153e-01	-1.119899e+00	-1.798260e-02	7.560206e-02	1.981843e-02	5.578363e-02
976           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516135e-01	-1.438844e+00	5.936154e-01	-1.119899e+00	-1.798260e-02	7.560206e-02	1.981843e-02	5.578363e-02
977           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516135e-01	-1.438844e+00	5.936154e-01	-1.119899e+00	-1.798260e-02	7.560206e-02	1.981843e-02	5.578363e-02
978           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516135e-01	-1.438844e+00	5.936154e-01	-1.119899e+00	-1.798260e-02	7.560206e-02	1.981843e-02	5.578363e-02
979           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516135e-01	-1.438844e+00	5.936153e-01	-1.119899e+00	-1.798260e-02	7.560205e-02	1.981843e-02	5.578363e-02
980           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516135e-01	-1.438844e+00	5.936153e-01	-1.119899e+00	-1.798260e-02	7.560205e-02	1.981843e-02	5.578362e-02
981           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516135e-01	-1.438844e+00	5.936153e-01	-1.119899e+00	-1.798260e-02	7.560205e-02	1.981843e-02	5.578362e-02
982           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798260e-02	7.560205e-02	1.981843e-02	5.578362e-02
983           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936152e-01	-1.119899e+00	-1.798260e-02	7.560205e-02	1.981843e-02	5.578362e-02
984           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936153e-01	-1.119899e+00	-1.798260e-02	7.560206e-02	1.981843e-02	5.578363e-02
985           	1.062925e-01	-1.066753e+00	1.173046e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936154e-01	-1.119899e+00	-1.798261e-02	7.560206e-02	1.981842e-02	5.578363e-02
986           	1.062925e-01	-1.066753e+00	1.173046e+00	-1.690458e+00	-2.516135e-01	-1.438844e+00	5.936155e-01	-1.119899e+00	-1.798261e-02	7.560206e-02	1.981842e-02	5.578364e-02
987           	1.062925e-01	-1.066753e+00	1.173046e+00	-1.690458e+00	-2.516135e-01	-1.438845e+00	5.936155e-01	-1.119899e+00	-1.798261e-02	7.560206e-02	1.981842e-02	5.578364e-02
988           	1.062925e-01	-1.066753e+00	1.173046e+00	-1.690458e+00	-2.516135e-01	-1.438845e+00	5.936155e-01	-1.119899e+00	-1.798261e-02	7.560206e-02	1.981842e-02	5.578364e-02
989           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516135e-01	-1.438844e+00	5.936155e-01	-1.119899e+00	-1.798260e-02	7.560206e-02	1.981843e-02	5.578363e-02
990           	1.062925e-01	-1.066753e+00	1.173045e+00	-1.690458e+00	-2.516136e-01	-1.438844e+00	5.936154e-01	-1.119899e+00	-1.798260e-02	7.560205e-02	1.981843e-02	5.578363e-02
