# Force and moment coefficients
# dragDir     : (9.985742e-01 0.000000e+00 -5.338206e-02)
# sideDir     : (-0.000000e+00 1.000000e+00 0.000000e+00)
# liftDir     : (5.338206e-02 0.000000e+00 9.985742e-01)
# rollAxis    : (9.985742e-01 0.000000e+00 -5.338206e-02)
# pitchAxis   : (-0.000000e+00 1.000000e+00 0.000000e+00)
# yawAxis     : (5.338206e-02 0.000000e+00 9.985742e-01)
# magUInf     : 1.020000e+02
# lRef        : 8.059000e-01
# Aref        : 9.290304e-02
# CofR        : (2.037250e-01 0.000000e+00 9.120000e-02)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
1             	2.058482e+00	-2.202857e+00	4.261339e+00	-4.950960e+00	3.831827e-01	-5.334143e+00	2.858663e+00	-3.232098e+00	-1.534379e+00	-8.631801e-01	-1.965969e+00	1.102789e+00
2             	2.458709e+00	-3.060324e+00	5.519033e+00	-6.612875e+00	4.285145e-01	-7.041390e+00	3.734952e+00	-4.289679e+00	-1.830236e+00	-9.889426e-01	-2.324708e+00	1.335765e+00
3             	2.121629e+00	-2.865141e+00	4.986769e+00	-6.076241e+00	2.960405e-01	-6.372281e+00	3.334161e+00	-3.925955e+00	-1.567595e+00	-8.130730e-01	-1.974132e+00	1.161059e+00
4             	1.420479e+00	-2.103608e+00	3.524087e+00	-4.366676e+00	7.597886e-02	-4.442655e+00	2.259317e+00	-2.813848e+00	-1.029162e+00	-4.919818e-01	-1.275153e+00	7.831715e-01
5             	6.561221e-01	-1.191195e+00	1.847317e+00	-2.361152e+00	-1.568120e-01	-2.204340e+00	1.023764e+00	-1.519256e+00	-4.431858e-01	-1.528679e-01	-5.196197e-01	3.667518e-01
6             	2.982384e-02	-4.255894e-01	4.554132e-01	-6.835580e-01	-3.394908e-01	-3.440672e-01	2.288222e-03	-4.405013e-01	3.685198e-02	1.190124e-01	9.635820e-02	2.265423e-02
7             	-3.631736e-01	3.856507e-02	-4.017386e-01	3.477256e-01	-4.362869e-01	7.840126e-01	-6.101498e-01	2.201519e-01	3.373449e-01	2.840697e-01	4.793798e-01	-1.953101e-01
8             	-5.135922e-01	1.724776e-01	-6.860699e-01	6.774700e-01	-4.421502e-01	1.119620e+00	-7.808852e-01	4.292737e-01	4.505113e-01	3.403754e-01	6.206990e-01	-2.803236e-01
9             	-4.709236e-01	3.863191e-02	-5.095555e-01	4.396963e-01	-3.775457e-01	8.172419e-01	-5.973938e-01	2.740937e-01	4.143572e-01	3.119068e-01	5.703105e-01	-2.584038e-01
10            	-3.115064e-01	-2.521046e-01	-5.940175e-02	-1.335103e-01	-2.756410e-01	1.421307e-01	-2.088859e-01	-9.635145e-02	2.881835e-01	2.342641e-01	4.053155e-01	-1.710514e-01
11            	-1.108998e-01	-5.821786e-01	4.712788e-01	-7.999165e-01	-1.720010e-01	-6.279155e-01	2.279572e-01	-5.267287e-01	1.309522e-01	1.417228e-01	2.018137e-01	-6.009082e-02
12            	7.271780e-02	-8.590788e-01	9.317966e-01	-1.370051e+00	-9.496433e-02	-1.275087e+00	5.900612e-01	-8.954377e-01	-1.190741e-02	5.987403e-02	1.802961e-02	4.184442e-02
13            	2.062743e-01	-1.034538e+00	1.240812e+00	-1.743100e+00	-5.863982e-02	-1.684460e+00	8.129103e-01	-1.137675e+00	-1.146676e-01	2.708562e-03	-1.133133e-01	1.160218e-01
14            	2.803879e-01	-1.104963e+00	1.385351e+00	-1.906143e+00	-6.157802e-02	-1.844565e+00	8.914935e-01	-1.245157e+00	-1.703240e-01	-2.639474e-02	-1.835214e-01	1.571267e-01
15            	3.021875e-01	-1.095975e+00	1.398162e+00	-1.904862e+00	-9.220410e-02	-1.812658e+00	8.602270e-01	-1.247069e+00	-1.848487e-01	-3.143084e-02	-2.005641e-01	1.691332e-01
16            	2.865416e-01	-1.042719e+00	1.329261e+00	-1.805887e+00	-1.355872e-01	-1.670300e+00	7.673564e-01	-1.185990e+00	-1.702748e-01	-1.988009e-02	-1.802148e-01	1.603347e-01
17            	2.498481e-01	-9.778883e-01	1.227736e+00	-1.673346e+00	-1.780987e-01	-1.495247e+00	6.585742e-01	-1.102812e+00	-1.397585e-01	2.290545e-04	-1.396440e-01	1.398730e-01
18            	2.063071e-01	-9.244607e-01	1.130768e+00	-1.554384e+00	-2.105155e-01	-1.343869e+00	5.666765e-01	-1.027614e+00	-1.045696e-01	2.215267e-02	-9.349327e-02	1.156459e-01
19            	1.660046e-01	-8.935532e-01	1.059558e+00	-1.474039e+00	-2.289204e-01	-1.245119e+00	5.080993e-01	-9.765555e-01	-7.260327e-02	4.130503e-02	-5.195076e-02	9.325578e-02
20            	1.348228e-01	-8.864250e-01	1.021248e+00	-1.438473e+00	-2.339406e-01	-1.204532e+00	4.852957e-01	-9.538364e-01	-4.832428e-02	5.529626e-02	-2.067615e-02	7.597241e-02
21            	1.149041e-01	-8.976393e-01	1.012543e+00	-1.440337e+00	-2.291829e-01	-1.211154e+00	4.909858e-01	-9.550914e-01	-3.320206e-02	6.357910e-02	-1.412509e-03	6.499161e-02
22            	1.057079e-01	-9.189382e-01	1.024646e+00	-1.465890e+00	-2.193836e-01	-1.246506e+00	5.135612e-01	-9.717921e-01	-2.659737e-02	6.684640e-02	6.825833e-03	6.002057e-02
23            	1.050782e-01	-9.424261e-01	1.047504e+00	-1.500934e+00	-2.089029e-01	-1.292031e+00	5.415640e-01	-9.949652e-01	-2.664248e-02	6.643733e-02	6.576179e-03	5.986115e-02
24            	1.101317e-01	-9.623695e-01	1.072501e+00	-1.534322e+00	-2.008408e-01	-1.333481e+00	5.663201e-01	-1.017435e+00	-3.096227e-02	6.386386e-02	9.696557e-04	6.289421e-02
25            	1.179692e-01	-9.759621e-01	1.093931e+00	-1.559678e+00	-1.967174e-01	-1.362961e+00	5.831215e-01	-1.034947e+00	-3.723325e-02	6.048181e-02	-6.992349e-03	6.747416e-02
26            	1.261088e-01	-9.829095e-01	1.109018e+00	-1.574949e+00	-1.966766e-01	-1.378272e+00	5.907978e-01	-1.045964e+00	-4.351558e-02	5.731734e-02	-1.485691e-02	7.217425e-02
27            	1.327882e-01	-9.846242e-01	1.117412e+00	-1.581315e+00	-1.999147e-01	-1.381400e+00	5.907427e-01	-1.051018e+00	-4.846440e-02	5.501113e-02	-2.095883e-02	7.596996e-02
28            	1.370247e-01	-9.831645e-01	1.120189e+00	-1.581458e+00	-2.052083e-01	-1.376250e+00	5.855208e-01	-1.051677e+00	-5.136412e-02	5.383710e-02	-2.444557e-02	7.828267e-02
29            	1.385419e-01	-9.805040e-01	1.119046e+00	-1.578314e+00	-2.113090e-01	-1.367005e+00	5.778481e-01	-1.049775e+00	-5.205853e-02	5.378233e-02	-2.516737e-02	7.894970e-02
30            	1.376292e-01	-9.780313e-01	1.115661e+00	-1.574194e+00	-2.172361e-01	-1.356958e+00	5.698609e-01	-1.046846e+00	-5.082900e-02	5.464034e-02	-2.350884e-02	7.814917e-02
31            	1.349378e-01	-9.764609e-01	1.111399e+00	-1.570534e+00	-2.223756e-01	-1.348158e+00	5.628912e-01	-1.043930e+00	-4.822968e-02	5.610771e-02	-2.017582e-02	7.628353e-02
32            	1.312605e-01	-9.758869e-01	1.107147e+00	-1.567868e+00	-2.264858e-01	-1.341382e+00	5.574481e-01	-1.041517e+00	-4.491230e-02	5.786659e-02	-1.597900e-02	7.384559e-02
33            	1.273427e-01	-9.760030e-01	1.103346e+00	-1.566087e+00	-2.296109e-01	-1.336476e+00	5.534327e-01	-1.039674e+00	-4.147802e-02	5.964314e-02	-1.165645e-02	7.129959e-02
34            	1.237553e-01	-9.763499e-01	1.100105e+00	-1.564769e+00	-2.319651e-01	-1.332804e+00	5.504194e-01	-1.038228e+00	-3.837833e-02	6.124058e-02	-7.758039e-03	6.899862e-02
35            	1.208354e-01	-9.765155e-01	1.097351e+00	-1.563461e+00	-2.338223e-01	-1.329639e+00	5.479084e-01	-1.036933e+00	-3.587102e-02	6.254924e-02	-4.596398e-03	6.714564e-02
36            	1.186909e-01	-9.762479e-01	1.094939e+00	-1.561858e+00	-2.354348e-01	-1.326423e+00	5.454940e-01	-1.035593e+00	-3.402613e-02	6.353834e-02	-2.256959e-03	6.579530e-02
37            	1.172497e-01	-9.754773e-01	1.092727e+00	-1.559849e+00	-2.369885e-01	-1.322860e+00	5.429358e-01	-1.034102e+00	-3.276889e-02	6.423674e-02	-6.505156e-04	6.488726e-02
38            	1.163327e-01	-9.742975e-01	1.090630e+00	-1.557520e+00	-2.385865e-01	-1.318933e+00	5.401735e-01	-1.032464e+00	-3.193970e-02	6.470895e-02	4.147795e-04	6.429417e-02
39            	1.157222e-01	-9.728909e-01	1.088613e+00	-1.555063e+00	-2.402594e-01	-1.314803e+00	5.372720e-01	-1.030752e+00	-3.135160e-02	6.503216e-02	1.164479e-03	6.386768e-02
40            	1.152192e-01	-9.714501e-01	1.086669e+00	-1.552679e+00	-2.419886e-01	-1.310690e+00	5.343509e-01	-1.029060e+00	-3.083741e-02	6.527858e-02	1.801874e-03	6.347670e-02
41            	1.146788e-01	-9.701253e-01	1.084804e+00	-1.550518e+00	-2.437304e-01	-1.306788e+00	5.315286e-01	-1.027465e+00	-3.027848e-02	6.550428e-02	2.473663e-03	6.303062e-02
42            	1.140230e-01	-9.690011e-01	1.083024e+00	-1.548654e+00	-2.454349e-01	-1.303219e+00	5.288919e-01	-1.026013e+00	-2.961444e-02	6.574473e-02	3.257926e-03	6.248680e-02
43            	1.132355e-01	-9.680993e-01	1.081335e+00	-1.547090e+00	-2.470586e-01	-1.300031e+00	5.264863e-01	-1.024717e+00	-2.883742e-02	6.601563e-02	4.170397e-03	6.184524e-02
44            	1.123439e-01	-9.673954e-01	1.079739e+00	-1.545783e+00	-2.485699e-01	-1.297213e+00	5.243214e-01	-1.023567e+00	-2.797647e-02	6.631735e-02	5.182207e-03	6.113514e-02
45            	1.113991e-01	-9.668439e-01	1.078243e+00	-1.544670e+00	-2.499498e-01	-1.294721e+00	5.223854e-01	-1.022543e+00	-2.707897e-02	6.664054e-02	6.241294e-03	6.039924e-02
46            	1.104556e-01	-9.664022e-01	1.076858e+00	-1.543701e+00	-2.511887e-01	-1.292512e+00	5.206617e-01	-1.021630e+00	-2.619414e-02	6.697170e-02	7.291710e-03	5.967999e-02
47            	1.095588e-01	-9.660452e-01	1.075604e+00	-1.542849e+00	-2.522837e-01	-1.290566e+00	5.191410e-01	-1.020825e+00	-2.536170e-02	6.729749e-02	8.287042e-03	5.901045e-02
48            	1.087386e-01	-9.657713e-01	1.074510e+00	-1.542122e+00	-2.532351e-01	-1.288887e+00	5.178258e-01	-1.020141e+00	-2.460648e-02	6.760740e-02	9.197226e-03	5.841018e-02
49            	1.080085e-01	-9.655999e-01	1.073608e+00	-1.541551e+00	-2.540457e-01	-1.287506e+00	5.167299e-01	-1.019604e+00	-2.393799e-02	6.789492e-02	1.000947e-02	5.788545e-02
50            	1.073688e-01	-9.655628e-01	1.072932e+00	-1.541186e+00	-2.547192e-01	-1.286466e+00	5.158736e-01	-1.019247e+00	-2.335353e-02	6.815746e-02	1.072520e-02	5.743226e-02
51            	1.068114e-01	-9.656950e-01	1.072506e+00	-1.541075e+00	-2.552612e-01	-1.285814e+00	5.152764e-01	-1.019101e+00	-2.284281e-02	6.839557e-02	1.135498e-02	5.704059e-02
52            	1.063246e-01	-9.660259e-01	1.072351e+00	-1.541263e+00	-2.556790e-01	-1.285584e+00	5.149526e-01	-1.019188e+00	-2.239258e-02	6.861180e-02	1.191332e-02	5.669848e-02
53            	1.058973e-01	-9.665743e-01	1.072472e+00	-1.541777e+00	-2.559817e-01	-1.285795e+00	5.149069e-01	-1.019523e+00	-2.199034e-02	6.880961e-02	1.241446e-02	5.639515e-02
54            	1.055208e-01	-9.673457e-01	1.072866e+00	-1.542628e+00	-2.561803e-01	-1.286448e+00	5.151337e-01	-1.020106e+00	-2.162640e-02	6.899258e-02	1.286989e-02	5.612269e-02
55            	1.051894e-01	-9.683332e-01	1.073523e+00	-1.543809e+00	-2.562870e-01	-1.287522e+00	5.156177e-01	-1.020928e+00	-2.129456e-02	6.916384e-02	1.328735e-02	5.587648e-02
56            	1.048999e-01	-9.695200e-01	1.074420e+00	-1.545303e+00	-2.563148e-01	-1.288988e+00	5.163365e-01	-1.021970e+00	-2.099171e-02	6.932587e-02	1.367122e-02	5.565465e-02
57            	1.046509e-01	-9.708830e-01	1.075534e+00	-1.547078e+00	-2.562767e-01	-1.290802e+00	5.172625e-01	-1.023208e+00	-2.071676e-02	6.948050e-02	1.402349e-02	5.545701e-02
58            	1.044411e-01	-9.723961e-01	1.076837e+00	-1.549103e+00	-2.561851e-01	-1.292918e+00	5.183664e-01	-1.024617e+00	-2.046948e-02	6.962901e-02	1.434502e-02	5.528398e-02
59            	1.042688e-01	-9.740333e-01	1.078302e+00	-1.551340e+00	-2.560513e-01	-1.295289e+00	5.196188e-01	-1.026168e+00	-2.024956e-02	6.977232e-02	1.463660e-02	5.513572e-02
60            	1.041313e-01	-9.757703e-01	1.079902e+00	-1.553755e+00	-2.558854e-01	-1.297870e+00	5.209922e-01	-1.027836e+00	-2.005600e-02	6.991111e-02	1.489955e-02	5.501156e-02
61            	1.040249e-01	-9.775823e-01	1.081607e+00	-1.556308e+00	-2.556963e-01	-1.300612e+00	5.224578e-01	-1.029595e+00	-1.988682e-02	7.004584e-02	1.513610e-02	5.490974e-02
62            	1.039459e-01	-9.794563e-01	1.083402e+00	-1.558978e+00	-2.554908e-01	-1.303488e+00	5.239984e-01	-1.031429e+00	-1.973964e-02	7.017713e-02	1.534892e-02	5.482820e-02
63            	1.038900e-01	-9.813761e-01	1.085266e+00	-1.561739e+00	-2.552755e-01	-1.306463e+00	5.255938e-01	-1.033321e+00	-1.961163e-02	7.030530e-02	1.554102e-02	5.476428e-02
64            	1.038534e-01	-9.833272e-01	1.087181e+00	-1.564563e+00	-2.550556e-01	-1.309508e+00	5.272261e-01	-1.035254e+00	-1.949999e-02	7.043058e-02	1.571530e-02	5.471528e-02
65            	1.038330e-01	-9.852971e-01	1.089130e+00	-1.567431e+00	-2.548354e-01	-1.312595e+00	5.288800e-01	-1.037214e+00	-1.940219e-02	7.055307e-02	1.587435e-02	5.467872e-02
66            	1.038260e-01	-9.872749e-01	1.091101e+00	-1.570323e+00	-2.546184e-01	-1.315704e+00	5.305429e-01	-1.039188e+00	-1.931618e-02	7.067286e-02	1.602025e-02	5.465261e-02
67            	1.038309e-01	-9.892517e-01	1.093083e+00	-1.573224e+00	-2.544071e-01	-1.318817e+00	5.322047e-01	-1.041167e+00	-1.924046e-02	7.078994e-02	1.615451e-02	5.463543e-02
68            	1.038462e-01	-9.912203e-01	1.095066e+00	-1.576122e+00	-2.542033e-01	-1.321919e+00	5.338579e-01	-1.043143e+00	-1.917399e-02	7.090431e-02	1.627816e-02	5.462615e-02
69            	1.038711e-01	-9.931749e-01	1.097046e+00	-1.579009e+00	-2.540078e-01	-1.325001e+00	5.354968e-01	-1.045110e+00	-1.911609e-02	7.101600e-02	1.639191e-02	5.462408e-02
70            	1.039050e-01	-9.951114e-01	1.099016e+00	-1.581878e+00	-2.538211e-01	-1.328056e+00	5.371176e-01	-1.047064e+00	-1.906623e-02	7.112502e-02	1.649628e-02	5.462875e-02
71            	1.039471e-01	-9.970269e-01	1.100974e+00	-1.584722e+00	-2.536432e-01	-1.331079e+00	5.387179e-01	-1.049000e+00	-1.902396e-02	7.123149e-02	1.659178e-02	5.463971e-02
72            	1.039965e-01	-9.989194e-01	1.102916e+00	-1.587539e+00	-2.534734e-01	-1.334066e+00	5.402961e-01	-1.050918e+00	-1.898873e-02	7.133554e-02	1.667904e-02	5.465650e-02
73            	1.040523e-01	-1.000788e+00	1.104840e+00	-1.590325e+00	-2.533111e-01	-1.337014e+00	5.418515e-01	-1.052814e+00	-1.895987e-02	7.143736e-02	1.675881e-02	5.467855e-02
74            	1.041134e-01	-1.002633e+00	1.106746e+00	-1.593079e+00	-2.531556e-01	-1.339923e+00	5.433839e-01	-1.054689e+00	-1.893659e-02	7.153716e-02	1.683199e-02	5.470518e-02
75            	1.041785e-01	-1.004453e+00	1.108632e+00	-1.595798e+00	-2.530060e-01	-1.342792e+00	5.448932e-01	-1.056543e+00	-1.891803e-02	7.163518e-02	1.689956e-02	5.473562e-02
76            	1.042468e-01	-1.006253e+00	1.110500e+00	-1.598487e+00	-2.528612e-01	-1.345626e+00	5.463825e-01	-1.058377e+00	-1.890336e-02	7.173168e-02	1.696248e-02	5.476920e-02
77            	1.043168e-01	-1.008028e+00	1.112345e+00	-1.601136e+00	-2.527210e-01	-1.348415e+00	5.478471e-01	-1.060187e+00	-1.889160e-02	7.182671e-02	1.702176e-02	5.480496e-02
78            	1.043877e-01	-1.009778e+00	1.114165e+00	-1.603744e+00	-2.525846e-01	-1.351159e+00	5.492873e-01	-1.061972e+00	-1.888200e-02	7.192038e-02	1.707819e-02	5.484220e-02
79            	1.044589e-01	-1.011502e+00	1.115961e+00	-1.606311e+00	-2.524518e-01	-1.353859e+00	5.507035e-01	-1.063732e+00	-1.887400e-02	7.201275e-02	1.713237e-02	5.488038e-02
80            	1.045314e-01	-1.013205e+00	1.117737e+00	-1.608854e+00	-2.523246e-01	-1.356530e+00	5.521026e-01	-1.065471e+00	-1.886773e-02	7.210380e-02	1.718417e-02	5.491963e-02
81            	1.046040e-01	-1.014883e+00	1.119487e+00	-1.611363e+00	-2.522019e-01	-1.359161e+00	5.534794e-01	-1.067185e+00	-1.886270e-02	7.219322e-02	1.723391e-02	5.495931e-02
82            	1.046829e-01	-1.016534e+00	1.121217e+00	-1.613837e+00	-2.520682e-01	-1.361769e+00	5.548505e-01	-1.068876e+00	-1.886510e-02	7.227890e-02	1.727435e-02	5.500455e-02
83            	1.047624e-01	-1.018142e+00	1.122904e+00	-1.616245e+00	-2.519328e-01	-1.364312e+00	5.561898e-01	-1.070523e+00	-1.887018e-02	7.236161e-02	1.731062e-02	5.505098e-02
84            	1.048384e-01	-1.019701e+00	1.124539e+00	-1.618573e+00	-2.518027e-01	-1.366770e+00	5.574837e-01	-1.072120e+00	-1.887444e-02	7.244222e-02	1.734667e-02	5.509556e-02
85            	1.049091e-01	-1.021213e+00	1.126122e+00	-1.620823e+00	-2.516820e-01	-1.369141e+00	5.587295e-01	-1.073668e+00	-1.887607e-02	7.252146e-02	1.738466e-02	5.513680e-02
86            	1.049747e-01	-1.022687e+00	1.127662e+00	-1.623008e+00	-2.515716e-01	-1.371436e+00	5.599324e-01	-1.075174e+00	-1.887477e-02	7.259975e-02	1.742510e-02	5.517465e-02
87            	1.050360e-01	-1.024126e+00	1.129162e+00	-1.625137e+00	-2.514708e-01	-1.373666e+00	5.610975e-01	-1.076644e+00	-1.887112e-02	7.267716e-02	1.746745e-02	5.520970e-02
88            	1.050948e-01	-1.025542e+00	1.130637e+00	-1.627229e+00	-2.513775e-01	-1.375851e+00	5.622368e-01	-1.078089e+00	-1.886631e-02	7.275371e-02	1.751055e-02	5.524316e-02
89            	1.051523e-01	-1.026936e+00	1.132088e+00	-1.629290e+00	-2.512900e-01	-1.378000e+00	5.633548e-01	-1.079512e+00	-1.886124e-02	7.282927e-02	1.755340e-02	5.527587e-02
90            	1.052091e-01	-1.028305e+00	1.133514e+00	-1.631318e+00	-2.512072e-01	-1.380111e+00	5.644520e-01	-1.080910e+00	-1.885644e-02	7.290364e-02	1.759538e-02	5.530826e-02
91            	1.052652e-01	-1.029647e+00	1.134912e+00	-1.633310e+00	-2.511286e-01	-1.382181e+00	5.655263e-01	-1.082280e+00	-1.885201e-02	7.297667e-02	1.763632e-02	5.534035e-02
92            	1.053200e-01	-1.030957e+00	1.136277e+00	-1.635257e+00	-2.510548e-01	-1.384202e+00	5.665737e-01	-1.083617e+00	-1.884767e-02	7.304835e-02	1.767650e-02	5.537185e-02
93            	1.053731e-01	-1.032231e+00	1.137604e+00	-1.637153e+00	-2.509862e-01	-1.386167e+00	5.675904e-01	-1.084917e+00	-1.884305e-02	7.311866e-02	1.771628e-02	5.540239e-02
94            	1.054240e-01	-1.033466e+00	1.138890e+00	-1.638994e+00	-2.509235e-01	-1.388070e+00	5.685733e-01	-1.086178e+00	-1.883776e-02	7.318762e-02	1.775605e-02	5.543158e-02
95            	1.054654e-01	-1.034622e+00	1.140087e+00	-1.640704e+00	-2.508752e-01	-1.389829e+00	5.694768e-01	-1.087354e+00	-1.882718e-02	7.325500e-02	1.780033e-02	5.545468e-02
96            	1.055010e-01	-1.035717e+00	1.141219e+00	-1.642319e+00	-2.508365e-01	-1.391483e+00	5.703230e-01	-1.088468e+00	-1.881371e-02	7.332082e-02	1.784670e-02	5.547412e-02
97            	1.055344e-01	-1.036773e+00	1.142308e+00	-1.643876e+00	-2.508032e-01	-1.393073e+00	5.711347e-01	-1.089541e+00	-1.879951e-02	7.338517e-02	1.789307e-02	5.549210e-02
98            	1.055674e-01	-1.037799e+00	1.143366e+00	-1.645391e+00	-2.507726e-01	-1.394618e+00	5.719229e-01	-1.090583e+00	-1.878595e-02	7.344800e-02	1.793805e-02	5.550995e-02
99            	1.056008e-01	-1.038798e+00	1.144399e+00	-1.646872e+00	-2.507440e-01	-1.396128e+00	5.726920e-01	-1.091598e+00	-1.877349e-02	7.350931e-02	1.798116e-02	5.552815e-02
100           	1.056346e-01	-1.039774e+00	1.145408e+00	-1.648324e+00	-2.507176e-01	-1.397606e+00	5.734442e-01	-1.092591e+00	-1.876208e-02	7.356923e-02	1.802253e-02	5.554669e-02
101           	1.056681e-01	-1.040723e+00	1.146391e+00	-1.649740e+00	-2.506944e-01	-1.399045e+00	5.741755e-01	-1.093557e+00	-1.875114e-02	7.362781e-02	1.806277e-02	5.556504e-02
102           	1.057001e-01	-1.041641e+00	1.147341e+00	-1.651112e+00	-2.506755e-01	-1.400436e+00	5.748803e-01	-1.094491e+00	-1.873998e-02	7.368509e-02	1.810257e-02	5.558252e-02
103           	1.057300e-01	-1.042524e+00	1.148254e+00	-1.652431e+00	-2.506616e-01	-1.401769e+00	5.755539e-01	-1.095389e+00	-1.872803e-02	7.374107e-02	1.814251e-02	5.559856e-02
104           	1.057571e-01	-1.043368e+00	1.149125e+00	-1.653694e+00	-2.506531e-01	-1.403041e+00	5.761938e-01	-1.096246e+00	-1.871495e-02	7.379575e-02	1.818293e-02	5.561282e-02
105           	1.057813e-01	-1.044173e+00	1.149955e+00	-1.654899e+00	-2.506497e-01	-1.404249e+00	5.767996e-01	-1.097064e+00	-1.870065e-02	7.384910e-02	1.822390e-02	5.562520e-02
106           	1.058028e-01	-1.044941e+00	1.150744e+00	-1.656048e+00	-2.506510e-01	-1.405397e+00	5.773729e-01	-1.097843e+00	-1.868524e-02	7.390111e-02	1.826531e-02	5.563580e-02
107           	1.058220e-01	-1.045674e+00	1.151496e+00	-1.657145e+00	-2.506562e-01	-1.406489e+00	5.779163e-01	-1.098585e+00	-1.866896e-02	7.395176e-02	1.830692e-02	5.564484e-02
108           	1.058392e-01	-1.046374e+00	1.152213e+00	-1.658195e+00	-2.506644e-01	-1.407530e+00	5.784329e-01	-1.099294e+00	-1.865209e-02	7.400106e-02	1.834844e-02	5.565262e-02
109           	1.058550e-01	-1.047044e+00	1.152899e+00	-1.659201e+00	-2.506751e-01	-1.408526e+00	5.789256e-01	-1.099972e+00	-1.863487e-02	7.404899e-02	1.838962e-02	5.565937e-02
110           	1.058695e-01	-1.047686e+00	1.153556e+00	-1.660169e+00	-2.506876e-01	-1.409481e+00	5.793969e-01	-1.100621e+00	-1.861753e-02	7.409558e-02	1.843026e-02	5.566531e-02
111           	1.058830e-01	-1.048303e+00	1.154186e+00	-1.661100e+00	-2.507015e-01	-1.410399e+00	5.798486e-01	-1.101244e+00	-1.860018e-02	7.414083e-02	1.847023e-02	5.567060e-02
112           	1.058956e-01	-1.048894e+00	1.154790e+00	-1.661997e+00	-2.507167e-01	-1.411281e+00	5.802819e-01	-1.101842e+00	-1.858293e-02	7.418476e-02	1.850945e-02	5.567531e-02
113           	1.059075e-01	-1.049462e+00	1.155370e+00	-1.662861e+00	-2.507330e-01	-1.412128e+00	5.806977e-01	-1.102416e+00	-1.856581e-02	7.422740e-02	1.854789e-02	5.567950e-02
114           	1.059185e-01	-1.050007e+00	1.155926e+00	-1.663694e+00	-2.507502e-01	-1.412943e+00	5.810966e-01	-1.102967e+00	-1.854882e-02	7.426876e-02	1.858556e-02	5.568320e-02
115           	1.059289e-01	-1.050530e+00	1.156459e+00	-1.664495e+00	-2.507683e-01	-1.413727e+00	5.814791e-01	-1.103495e+00	-1.853199e-02	7.430889e-02	1.862246e-02	5.568643e-02
116           	1.059384e-01	-1.051029e+00	1.156968e+00	-1.665262e+00	-2.507873e-01	-1.414475e+00	5.818439e-01	-1.103999e+00	-1.851526e-02	7.434772e-02	1.865861e-02	5.568912e-02
117           	1.059474e-01	-1.051509e+00	1.157457e+00	-1.666003e+00	-2.508068e-01	-1.415196e+00	5.821947e-01	-1.104483e+00	-1.849874e-02	7.438539e-02	1.869395e-02	5.569144e-02
118           	1.059519e-01	-1.051940e+00	1.157892e+00	-1.666659e+00	-2.508307e-01	-1.415828e+00	5.824986e-01	-1.104916e+00	-1.848054e-02	7.442136e-02	1.873014e-02	5.569122e-02
119           	1.059544e-01	-1.052338e+00	1.158292e+00	-1.667260e+00	-2.508560e-01	-1.416404e+00	5.827739e-01	-1.105315e+00	-1.846188e-02	7.445579e-02	1.876602e-02	5.568978e-02
120           	1.059565e-01	-1.052712e+00	1.158669e+00	-1.667828e+00	-2.508807e-01	-1.416947e+00	5.830331e-01	-1.105691e+00	-1.844369e-02	7.448883e-02	1.880073e-02	5.568810e-02
121           	1.059598e-01	-1.053078e+00	1.159038e+00	-1.668389e+00	-2.509034e-01	-1.417486e+00	5.832913e-01	-1.106058e+00	-1.842671e-02	7.452074e-02	1.883366e-02	5.568708e-02
122           	1.059647e-01	-1.053441e+00	1.159406e+00	-1.668954e+00	-2.509235e-01	-1.418030e+00	5.835534e-01	-1.106424e+00	-1.841120e-02	7.455166e-02	1.886463e-02	5.568703e-02
123           	1.059712e-01	-1.053801e+00	1.159772e+00	-1.669520e+00	-2.509416e-01	-1.418579e+00	5.838186e-01	-1.106787e+00	-1.839706e-02	7.458167e-02	1.889378e-02	5.568790e-02
124           	1.059785e-01	-1.054155e+00	1.160134e+00	-1.670083e+00	-2.509583e-01	-1.419124e+00	5.840830e-01	-1.107144e+00	-1.838397e-02	7.461080e-02	1.892143e-02	5.568937e-02
125           	1.059862e-01	-1.054499e+00	1.160485e+00	-1.670632e+00	-2.509744e-01	-1.419658e+00	5.843416e-01	-1.107492e+00	-1.837154e-02	7.463905e-02	1.894798e-02	5.569106e-02
126           	1.059936e-01	-1.054829e+00	1.160823e+00	-1.671162e+00	-2.509906e-01	-1.420171e+00	5.845902e-01	-1.107826e+00	-1.835945e-02	7.466641e-02	1.897376e-02	5.569265e-02
127           	1.059999e-01	-1.055146e+00	1.161146e+00	-1.671669e+00	-2.510097e-01	-1.420660e+00	5.848250e-01	-1.108146e+00	-1.834707e-02	7.469319e-02	1.899953e-02	5.569366e-02
128           	1.060054e-01	-1.055452e+00	1.161458e+00	-1.672157e+00	-2.510303e-01	-1.421127e+00	5.850483e-01	-1.108455e+00	-1.833457e-02	7.471936e-02	1.902511e-02	5.569424e-02
129           	1.060104e-01	-1.055747e+00	1.161757e+00	-1.672628e+00	-2.510514e-01	-1.421576e+00	5.852624e-01	-1.108752e+00	-1.832212e-02	7.474483e-02	1.905030e-02	5.569454e-02
